arch,x,n,m,delta,sorting,server,client
Nonblocking,15,1000,3,0,6,8,366
Nonblocking,15,1000,3,300,0,0,4229
Nonblocking,15,1000,3,600,0,0,8423
Nonblocking,15,1000,3,900,0,0,12622
Nonblocking,15,1000,3,1200,0,0,16828
Nonblocking,15,1000,3,1500,0,0,21023
Nonblocking,15,1000,3,1800,0,0,25222
Nonblocking,15,1000,3,2100,0,0,29427
Nonblocking,15,1000,3,2400,0,0,33624
Nonblocking,15,1000,3,2700,0,0,37824
Nonblocking,15,1000,3,3000,0,0,42024
